name,gmap_id,latitude,longitude,stars,review_count,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,city,ZIP Code
Olive Garden Italian Restaurant,0x89c623f589808773:0x9d58229e2faa6965,40.066794,-76.344663,4.2,1993,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Lancaster,17601
Lincoln Avenue Pizza,0x8834f5039ba2d233:0x94969e97bc9927d9,40.4967628,-80.0584638,3.8,127,Closed,2:30–10PM,2:30–10PM,14:00–22:00,2–10:30PM,2–10:30PM,2:30–9:45PM,Bellevue,15202
Paulie's,0x89cf6a9277735d39:0x11de1d33093e5581,40.8556235,-76.7876908,4.7,58,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,Closed,Sunbury,17801
Joe & Tina's Pizzeria III,0x89c6ac06dcd10a63:0x321497c9756cfa7a,40.188289,-75.086517,4.3,74,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,11:00–22:00,12–7:45PM,Warminster,18974
My New Place Pizzeria & Italian Restaurant,0x89c46c58d6ff414d:0xd1af24573aeae994,40.6879604,-75.218182,4.3,203,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,Closed,Easton,18042
Toledo’s II Pizza,0x89c9872a0d55121b:0x2970826f430997a6,39.914710299999996,-77.9052196,4.3,106,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,Fort Loudon,17224
Pizzaz Pizza,0x89c6e80f0a541797:0xc34390ddade1e606,39.870539,-75.35582699999999,3.3,78,2:30–11:30PM,2:30–10:45PM,2:30–10:45PM,2:30PM–12:45AM,2:30PM–12:45AM,2:30PM–12:45AM,2:30–10:45PM,Woodlyn,19094
Kings New York Pizza,0x89c9bc0afd17eac3:0x51b87f537a7d7cc1,39.728684,-77.473402,4.0,74,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,11:00–21:00,11:00–21:00,10:30AM–8PM,Blue Ridge Summit,17214
Pasta Too,0x8834f949d478f607:0x2d11622d52e12dd9,40.3307552,-80.0226204,4.5,1619,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,13:00–20:00,Bethel Park,15102
Vincenzo's Deli,0x89c6c60355108f57:0xade8b4d6f45879b2,39.928537,-75.16033,4.7,74,09:00–15:00,09:00–15:00,09:00–15:00,09:00–15:00,09:00–15:00,09:00–15:00,Closed,Philadelphia,19148
Dino's Italian Bistro,0x89c5171c9d468ec1:0x71d07ea38ad06695,41.320972,-75.94278589999999,4.3,115,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,Closed,Shavertown,18708
Uncle Tomy's,0x89c6c67aa9379533:0x13d58311ec8d6eaa,39.9336051,-75.1881484,3.9,138,11AM–10:45PM,11AM–10:45PM,11AM–10:45PM,11AM–10:45PM,11AM–11:45PM,11AM–11:45PM,4–10:45PM,Philadelphia,19145
Spasso Italian Grill,0x89c6c88f80b398e9:0xa6541912b9e6fb31,39.948706,-75.142687,4.4,806,Closed,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,14:00–23:00,14:00–21:00,Philadelphia,19106
Candelario's Pizzeria & Restaurant,0x89c693b37da00ca7:0xedfb7cea55c484ef,40.0455926,-75.4456854,4.5,64,Closed,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,11:00–22:00,00:00–21:00,Berwyn,19312
Pugliano's Italian Grill,0x8834c1b997462059:0x6143f8165bebe862,40.447391499999995,-79.7133408,4.1,712,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Pittsburgh,15239
Pepe's Pizzeria,0x89cd0d0a5d8256d1:0x7aaa3015437079d1,41.6616797,-78.8112608,4.4,248,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Kane,16735
Axis Pizza,0x89c6c650d07ed033:0xe301a93752493c10,39.9551781,-75.194571,4.0,558,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,Philadelphia,19104
Olive Garden Italian Restaurant,0x89c153dc767c5547:0xfc9ec9a25afd82a3,40.1777637,-74.88095679999999,4.2,2079,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Langhorne,19047
Portofino's Pizza & Pasta,0x8834f66e5acafeb9:0x473f6d016db9d58e,40.4382345,-80.0682406,4.1,228,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,Closed,Crafton,15205
Pizza Bistro,0x8834ef6f93020b07:0xbee65c0462cc55be,40.361844999999995,-79.858549,3.4,97,Closed,12–8:30PM,12–8:30PM,12–8:30PM,12–9:30PM,12–9:30PM,12–9:30PM,West Mifflin,15122
Osteria Pasqualino,0x8834c15d2ad913b3:0xc7fe662d72d6c506,40.427047699999996,-79.67923739999999,4.4,528,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Murrysville,15668
Gabriel's Pizza,0x89c8c69533205255:0x2a3ac6866f35f934,40.3138866,-76.8951414,4.3,222,Closed,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Harrisburg,17110
Pizza Fiesta,0x8834f150de7e73ef:0xe0db447d110f3553,40.437022999999996,-80.000463,4.1,253,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–02:00,10:00–02:00,10:00–00:00,Pittsburgh,15222
Costa's Pizza & Grill,0x89c6b25e49fab4df:0x12273a4698d0323a,40.1195741,-75.0182478,3.7,103,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–22:00,Philadelphia,19116
Johnny Paisano's,0x89c6c23e19b82f7f:0xbce91ecfcd5d214d,39.922857,-75.317754,4.7,153,Closed,10:00–18:00,10:00–18:00,10:00–20:00,10:00–20:00,10:00–20:00,Closed,Springfield,19064
College Pizza,0x89cea8a1b659e1a9:0x17f15c78173f3c8a,40.795912,-77.857963,3.7,138,11:30AM–3AM,11:30AM–3AM,11:30AM–3AM,11:30AM–3AM,11:30AM–3AM,11:30AM–3AM,11:30AM–3AM,State College,16801
DiMaio's Ristorante',0x89ccaa6473235069:0x1cc5b43b16675534,40.7998471,-79.3291916,4.5,65,Closed,Closed,15:00–21:00,15:00–21:00,3–9:30PM,3–9:30PM,Closed,Rural Valley,16249
Universal Pizza,0x8834ec8ef27cc203:0x9c1ae3e0e0b23e2,40.4718283,-79.7874327,4.4,138,Closed,13:00–21:00,13:00–21:00,13:00–21:00,13:00–22:00,13:00–22:00,14:00–20:00,Penn Hills,15235
Olives and Peppers,0x8834d119700a5309:0xe4fa8c659ece6778,40.3045577,-79.5468977,4.6,17,Closed,15:00–20:00,15:00–20:00,15:00–20:00,12–8:30PM,12–8:30PM,00:00–19:00,Greensburg,15601
Tortorice’s Specialty Sandwiches,0x89c6c7f4deb2357d:0x7bcde756e3ca599c,39.949491599999995,-75.1739356,4.7,115,10:00–17:00,10:00–17:00,10:00–17:00,10:00–17:00,10:00–17:00,09:00–16:00,09:00–15:00,Philadelphia,19103
Paprikas,0x88345b247acb4a49:0x9bbac62ce4c89198,40.441857899999995,-80.2351533,4.2,53,Closed,4–8:30PM,4–8:30PM,4–8:30PM,16:00–21:00,16:00–21:00,4–8:30PM,Imperial,15126
Vallozzi's Greensburg,0x8834d06ab963cc7f:0x1eca596cdb21dfc0,40.301986199999995,-79.492666,4.4,266,Closed,00:00–21:00,00:00–21:00,00:00–21:00,00:00–22:00,16:00–22:00,Closed,Greensburg,15601
Vera's Pizza,0x89c6c1388fad8cd5:0x2252d8394b38e0e7,39.952695,-75.262952,4.0,66,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–22:00,Upper Darby,19082
Romano's Restaurant & Bar,0x89c5c82efda9b485:0xa7c84ca80d71aabb,40.7210739,-75.8619739,3.8,97,Closed,Closed,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,16:00–22:00,New Ringgold,17960
La Vita's,0x8834d06d2724a52b:0x29f82f6b2409ad8e,40.3020291,-79.5467573,4.5,78,12–8:30PM,12–8:30PM,12–8:30PM,12–8:30PM,12–8:30PM,2–8:30PM,Closed,Greensburg,15601
Vince & Friends,0x89c42630a7005717:0xb0aa87a54e66435f,40.4150062,-75.5106636,4.3,264,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,East Greenville,18041
Dolce Pizza Ristorante,0x89c6b3c11dfae0d1:0xa9a9a51b6727ff23,40.0872476,-75.03991479999999,3.8,93,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Philadelphia,19115
Pizza Joe's,0x8833a3022e51d2bd:0x15b55dc9abcc0603,41.228851,-80.239688,4.1,113,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Mercer,16137
Teresas' Italian Restaurant & Pizzeria,0x89c431c756216e45:0x52a19a9d53d8efd9,40.589529,-75.60343619999999,4.5,27,11:00–22:00,Closed,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Allentown,18106
Casta Diva BYOB - Rittenhouse,0x89c6c639c48d47e1:0xe7d65766055cb81b,39.9496915,-75.1738755,4.7,86,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Closed,Philadelphia,19103
Pammy's Pizza,0x88353e49bce2a967:0xdec9f691b9289e1f,39.9228204,-79.6758502,4.3,64,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,Closed,Lemont Furnace,15456
Vinny and ThozeGuyz Pizzeria,0x89c63b150e7620e7:0xeba6146066cb649b,40.032800099999996,-76.2461663,4.5,248,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11AM–9:30PM,Lancaster,17602
Fresco Pizza & Grill,0x89c6ebafdc37074f:0x9036a0cbfa01e1e2,39.9760372,-75.3985072,4.4,288,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,Newtown Square,19073
Tomasino's Italian Restaurant,0x89c51657ce044a1d:0x70c4c3722c6a626d,41.3326188,-75.9539617,4.5,215,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Closed,Dallas,18612
Lettopalena's Pizza and Italian Cuisine,0x883485254dd57e89:0x29580cc4ae7c6fb6,40.710421499999995,-79.9316465,4.4,118,Closed,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Valencia,16059
Bella Rosa,0x89c699a5bbf34d65:0xb0aec48423f33c4c,40.2241123,-75.40119349999999,4.6,48,Closed,Closed,11:30AM–3:45PM,11:30AM–3:45PM,11:30AM–3:45PM,11:30AM–3:45PM,11:30AM–3:45PM,Skippack,19474
Italian Village Pizza,0x883455b8e9c4d8a1:0xda9ef33ec645c8cf,40.271047599999996,-80.1259551,3.8,108,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,11AM–8:30PM,12–8:30PM,Canonsburg,15317
Pizzas By Marchelloni - W Middlesex,0x8833ead2e2da858d:0x4846d17516c9aa6d,41.1724241,-80.4569399,4.0,74,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,00:00–23:00,West Middlesex,16159
Philomena Santucci's Square Pizza,0x89c6aeef08096245:0x9c89b1e01028cf21,40.2029719,-75.0939394,4.4,427,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Warminster,18974
Yordana's Pizza II,0x89c1512a21aa6ec3:0x3e1d1a6648a6a87d,40.1894633,-74.8298722,4.5,128,9:45AM–9:45PM,9:45AM–9:45PM,9:45AM–9:45PM,9:45AM–9:45PM,9:45AM–10:45PM,9:45AM–10:45PM,Closed,Fairless Hills,19030
Mike's Pizza,0x89c6b893f6a67585:0xb38dddaa976c9fa5,40.022526,-75.218423,3.6,128,11:00–23:00,11:00–00:00,11:00–00:00,11:00–02:00,11:00–02:00,11:00–02:00,12:00–01:00,Philadelphia,19127
The Wood Grille,0x89c4d8e11e62e155:0x8dc932e6c460f01e,41.437453999999995,-75.671408,4.6,58,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–22:00,16:00–22:00,Closed,Scranton,18508
Cali's Don Tomaso Peatza,0x89c4d95812b9fbb7:0x18484a2597e7ef89,41.420066999999996,-75.621648,4.8,65,Closed,Closed,15:00–20:00,15:00–20:00,11:00–21:00,00:00–20:00,15:00–20:00,Dunmore,18512
Brothers Pizza & Restaurant,0x89c6c1906f30a98d:0x1d5df7405e354b24,39.9495266,-75.3082361,4.2,276,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,00:00–21:00,Drexel Hill,19026
Pasquale's Pizzeria,0x88348ddb93454d05:0xffa0cf58ddf302ff,40.594563699999995,-79.9482543,4.6,88,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,Allison Park,15101
Gabby's Italian Bistro,0x89c6031bf486625d:0xd264d267b05cbe7d,40.3410888,-76.4039533,4.2,238,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,10:30AM–8PM,Lebanon,17042
Vincent's Deli,0x89c8657528b64b89:0x69fe7ef179ec85b8,39.753681,-76.67600089999999,4.8,54,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–20:00,Shrewsbury,17361
Pizza Il Bacio,0x89c862768ba3db4b:0x1cfe896e1d5351b3,39.9090667,-76.7916461,4.5,115,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,New Salem Borough,17371
Tower Pizza,0x89c6c299f1257037:0xfc54453747fe0342,39.885351,-75.33102,3.9,148,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–11:30PM,10AM–11:30PM,10AM–9:30PM,Folsom,19033
Sbarro,0x88327e270070de11:0xf160146922dcffb9,42.0688227,-80.097695,4.0,28,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,11:00–18:00,Erie,16565
Roman's Famous Meats & Seafood,0x89c4b499ad897d75:0x157a4fa123f5834c,41.574783,-75.257421,3.8,38,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–18:00,09:00–16:00,Honesdale,18431
Mamma Mia Pizzeria,0x89c43b0023820e45:0xf9143786972bd090,40.558627099999995,-75.4809421,4.2,75,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,12:15–9PM,Allentown,18103
Mancinis Wood fired Italian Restaurant,0x89cf13b77491ca6d:0xf2302541e47b8e95,40.963459,-76.886927,3.8,147,16:00–00:00,16:00–00:00,16:00–00:00,16:00–00:00,16:00–00:00,16:00–00:00,16:00–00:00,Lewisburg,17837
Mezzogiorno,0x89c6c49e9c50943d:0xf7b5355298fa7306,39.8740348,-75.2438028,2.9,56,4:30AM–9:45PM,4:30AM–9:45PM,4:30AM–9:45PM,4:30AM–9:45PM,4:30AM–9:45PM,4:30AM–9:45PM,4:30AM–9:45PM,Philadelphia,19153
Little Italy Pizza & Trattoria,0x89c6c9aa135b6751:0x34abf0ce3e6e14e1,39.937410799999995,-75.1499663,4.6,13,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Philadelphia,19147
Al's Pizza & Subs Carlisle,0x89c8e1d9247d7bbf:0x8438d5c4dd07acde,40.1899162,-77.1924653,4.3,135,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Carlisle,17013
Star Pizza,0x89c6b677f8a18831:0x408c5b00fdba80d5,40.0162693,-75.0616573,4.0,178,11AM–10:45PM,11AM–10:45PM,11AM–10:45PM,11AM–10:45PM,11AM–11:45PM,11AM–11:45PM,12–10:45PM,Philadelphia,19135
Tower of Pizza,0x89cb11480a824823:0xeeafdd295b5f38a3,40.325347,-78.9177206,4.4,8,10:00–17:00,10:00–17:00,10:00–17:00,10:00–17:00,10:00–17:00,Closed,Closed,Johnstown,15901
Pizza House Express,0x89c6b7d9e7b0d981:0xeea57d15c943e366,39.997547,-75.12016899999999,3.9,178,11AM–10:15PM,11AM–10:15PM,11AM–10:15PM,11AM–10:15PM,11AM–11:15PM,11AM–11:15PM,11AM–10:30PM,Philadelphia,19134
South Style Pizza & Deli‎,0x89c6c6cb85e564b7:0xf71f4b486d0c2e80,39.954288,-75.24423399999999,3.3,94,00:00–22:00,00:00–23:00,00:00–23:00,00:00–23:00,00:00–23:00,00:00–23:00,00:00–22:00,Philadelphia,19143
Italian Market at Valley Forge Casino Resort,0x89c6941405d8ab67:0x990b66df0adcfa8f,40.0966063,-75.41578799999999,3.7,6,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–03:00,11:00–03:00,11:00–00:00,King of Prussia,19406
Osteria Avanti,0x89c63c4a3055ab31:0xa3ddf6faafaaaef7,40.0852755,-76.2043516,4.7,108,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,13:00–21:00,13:00–21:00,16:00–21:00,Leola,17540
Biggy's Pizza,0x8835b65574fdec69:0xad9fbbc69981edf,40.1171484,-80.41210199999999,4.1,68,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,16:00–22:00,16:00–21:00,Claysville,15323
Pizza Pub,0x89c41fa0ee5066b1:0x45549be215bb8e71,40.3777191,-75.3142161,4.1,158,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,Sellersville,18960
Tony Roni's Spring House,0x89c6a4951f702629:0x3ff8534bd9723d78,40.1898536,-75.2270278,4.2,98,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10AM–9:30PM,10:00–21:00,11:00–21:00,Spring House,19477
Mamma Lucrezia's Italian Restaurant,0x89cea2e29327c4d3:0x8911eb081d17a2e8,40.911104099999996,-77.77725769999999,4.5,168,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–22:00,16:00–22:00,Closed,Bellefonte,16823
The Pizza Stop,0x8834efe46ac238dd:0xa34861b5cdd32974,40.36972,-79.91238799999999,3.9,56,Closed,15:00–21:00,15:00–21:00,15:00–21:00,00:00–22:00,00:00–22:00,00:00–20:00,Pittsburgh,15207
Pizzeria Pesto,0x89c6c60f1fd41001:0xf766a99903d1c362,39.926106,-75.168938,4.5,108,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Philadelphia,19148
LaScala's Fire Villanova,0x89c695fbbe9b2bf5:0xa2958823b99d738d,40.0376879,-75.3516937,4.4,18,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,Villanova,19085
roman delight pizza,0x89c6ac61321388e5:0xb94316fce84cdf79,40.1697031,-75.04622309999999,4.0,57,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,12–9:30PM,Southampton,18966
Pizzas By Marchelloni - New Castle,0x88338e63256f8803:0x3fb36b5bf106f7ff,40.999985099999996,-80.3540751,4.0,108,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,Closed,New Castle,16101
Sbarro,0x89c14d32adf16bc9:0x70310d4266d983,40.0846733,-74.96289159999999,3.1,18,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,11:00–19:00,Philadelphia,19154
Pasta Shoppe,0x88351d10035e533f:0xc70aaa84c35916ac,40.1619211,-79.8860421,4.6,108,15:00–20:00,15:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,15:00–20:00,Closed,Monessen,15062
Plum Caterers,0x89c6e68d9159fb63:0xfddc673d1f2f08f0,39.8561374,-75.42769,4.6,93,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,09:00–13:00,Aston,19014
Vesuvio's Restaurant & Pizza,0x89c43bc2665fb93f:0xe53e6d954966aad2,40.5844958,-75.4609261,4.4,198,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:30AM–10PM,Allentown,18103
Georgio's Restaurant & Bar,0x89c6f5ed4645739d:0x29c3b65b74c4818,40.007193799999996,-75.7012653,3.9,114,4:30–9PM,4:30–9PM,4:30–9PM,4:30–9PM,4:30–9PM,4:30–9PM,Closed,Downingtown,19335
Bobby D's,0x89c9bdb649df96dd:0x17f72f287ceb6c4a,39.7378086,-77.5244634,4.4,68,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Waynesboro,17268
Anthony's Wood Oven Pizzeria & Ristorante Italiano,0x89c6f4f44591814b:0xd379f5bd44a106a4,40.023714999999996,-75.646287,4.4,108,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,Closed,Exton,19341
Tony Stella's Encore,0x89c5b298fe3a5df9:0x3c8ae1c0c96156ca,40.863819,-75.740034,4.3,205,Closed,Closed,Closed,Closed,00:00–15:00,00:00–15:00,Closed,Jim Thorpe,18229
Luigi's Pizza and Pasta,0x89c6ba64fce3b8c1:0x2793106700cb21a6,40.113116,-75.168521,4.1,148,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–21:00,Glenside,19038
Johnny G's Famous Pizza,0x89c6ad3d3d0c691b:0xfeee37e05a857893,40.150933099999996,-74.97509459999999,4.5,93,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Trevose,19053
Ravyn & Robyn Food & Wine,0x89c4b1b6c8f69e6f:0x8f553f5dad386682,41.4762639,-75.1829917,4.6,165,00:00–23:00,Closed,Closed,00:00–23:00,00:00–23:00,00:00–23:00,00:00–23:00,Hawley,18428
Spasso,0x89c6c62991aa383b:0xb577cfc7da532832,39.948706,-75.142687,4.8,27,Closed,Closed,Closed,11:30AM–10PM,11:30AM–11PM,15:00–23:00,2–9:30PM,Philadelphia,19106
El Greco Pizza & Luncheonette,0x89c6c86cf5a699a3:0xb9671fc4392d020e,39.9737623,-75.1387657,4.6,158,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,14:00–22:00,Closed,Philadelphia,19122
Sbarro,0x8835adf5eaf93387:0x9c44c4d4a7ecd4b9,40.159924499999995,-80.27600699999999,4.0,38,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,Washington,15301
Pizza Joe's,0x88338e238223e205:0x844df59be7d0216f,41.0272869,-80.3381034,4.3,98,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,New Castle,16105
Miseno Pizza and Ristorante,0x89c91e36a5c6022b:0xfb24b6bfa767677,40.2019309,-77.2124099,3.9,116,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,Closed,Carlisle,17013
The Pizza Place,0x89c6c602d717399d:0x49cb0c61ec875349,39.927870999999996,-75.157276,4.0,108,12:45PM–1:45AM,11:30AM–12:45AM,11:30AM–1:45AM,11:30AM–1:45AM,11:30AM–2:45AM,11:30AM–2:45AM,11:30AM–1:45AM,Philadelphia,19148
Massimo's Pizza & Trattoria,0x89c6e4e23e3b58c3:0x4d8aef62867462c8,39.840316,-75.49651999999999,4.3,78,Closed,Closed,Closed,Closed,09:00–20:00,09:00–20:00,Closed,Garnet Valley,19060
Brother's Pizza,0x89cea8bcdf205a59:0x8803d156aecc0056,40.7874516,-77.8563412,3.0,98,Closed,11AM–7:45PM,11AM–7:45PM,11AM–7:45PM,11AM–8:30PM,11AM–8:30PM,4:15–7:45PM,State College,16801
The Orangery,0x89c65f50e528b09b:0xc58398ac41d34d5a,39.9984264,-75.7214985,4.8,48,Closed,Closed,Closed,6:30–9:30PM,6:30–9:30PM,6:30–9:30PM,6:30–9:30PM,Downingtown,19335
Rocko`s Pizzeria,0x883320457b262c8b:0x712a1d1d934a267e,41.4287907,-79.7084027,4.0,148,Closed,Closed,00:00–20:00,00:00–20:00,00:00–21:00,00:00–20:00,00:00–20:00,Oil City,16301
Mama Minniti's,0x89c43f4894739b33:0x66ff1f7e15929514,40.5946159,-75.417468,4.9,18,Closed,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,07:00–20:00,Allentown,18103
Riviera Pizza and Pasta,0x8834bde6561fb205:0x70838932ffc4066d,40.5883477,-79.7207474,3.9,128,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Lower Burrell,15068
Burrata,0x89c6c61a1bbc5555:0x9f23784468499d64,39.9339259,-75.1653087,4.8,158,5–9:30PM,5–9:30PM,5–9:30PM,5–9:30PM,5–9:30PM,17:00–22:00,16:00–21:00,Philadelphia,19147
Mamma's Pizza,0x89c8f1e2ff172c81:0x65c90591224ab349,40.052419,-76.933818,4.0,185,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11AM–9:30PM,11AM–9:30PM,11:00–21:00,Wellsville,17365
Drinker Pizza,0x89c4dbe33c619dc9:0xbacdd627f4a0ea4f,41.4190921,-75.61697029999999,4.4,186,Closed,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Dunmore,18512
Bella Roma Pizza Kitchen,0x89c6c20a5f3936a1:0xc469f79a4d4ced48,39.9245547,-75.3392578,4.4,78,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,11:00–21:00,Springfield,19064
U'Panzerott,0x89c6af9797f46949:0xe9849d0bb37bf67c,40.184801199999995,-75.1333583,4.6,156,Closed,Closed,4–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,4:30–9:30PM,Horsham,19044
Taco Pizza,0x89c691725f026c57:0x92057ffa6c044f97,40.136853099999996,-75.4712476,4.2,128,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,11:00–22:00,11:00–21:00,Oaks,19456
Casa Mia,0x89c43dd5a17f8219:0xc0d66b67d9815cb6,40.5866993,-75.3847224,4.2,78,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Bethlehem,18015
